,名前,挿入→画像→画像をセル内に挿入,Created day,作者（敬称略）,コメント,モデル,ID,リンク,パフォーマンス（PC,Android,IOS,,,,,,
178,カツオライダー,,Dec 05 2023,polf,族長から頂いたカツオマンは悪の改変組織に送られ魔改変されてしまった！そのあとなんやかんやあって正義の心に目覚め、悪の組織と戦うカツオライダーが誕生したのである！！のである！！,カツオ,avtr_f0aacb16-028b-4d28-8ee7-32832ba2bc28,https://vrchat.com/home/avatar/avtr_f0aacb16-028b-4d28-8ee7-32832ba2bc28,Medium,Medium,,,,,,,
179,クリスマスアンコウ,,Dec 26 2023,polf,,アンコウ,avtr_a2b4d03f-96c0-444c-985f-56e5611a0f27,https://vrchat.com/home/avatar/avtr_a2b4d03f-96c0-444c-985f-56e5611a0f27,Good,,,,,,,,
180,ヤリマンボウーマン,,Feb 17 2024,polf,,ヤリマンボウ,avtr_e9f37f35-e821-4381-aa0a-784014476be6,https://vrchat.com/home/avatar/avtr_e9f37f35-e821-4381-aa0a-784014476be6,Good,Very Poor,,,,,,,
181,ヒマンチュラ・チャオプラヤマン,,Feb 18 2024,polf,ヒマンチュラ・チャオプラヤ,ヒマンチュラ・チャオプラヤ,avtr_2c040c23-3273-443e-9fab-051141f11291,https://vrchat.com/home/avatar/avtr_2c040c23-3273-443e-9fab-051141f11291,Very Poor,Very Poor,,,,,,,
182,かまぼこレディ,,Jan 01 2025,polf,,かまぼこ,avtr_9bf565b2-263a-4e7b-9024-8a2a91fb612d,https://vrchat.com/home/avatar/avtr_9bf565b2-263a-4e7b-9024-8a2a91fb612d,Good,Very Poor,,,,,,,
183,ゴンズイ玉マン,,Jul 23 2023,polf,,ゴンズイ,avtr_043347bb-db7e-4e7a-87e5-a97393f1ec6f,https://vrchat.com/home/avatar/avtr_043347bb-db7e-4e7a-87e5-a97393f1ec6f,Very Poor,Very Poor,,,,,,,
184,タツノお年頃,,Jun 12 2023,polf,,タツノオトシゴ,avtr_5117d37a-e78d-476a-8a66-5b63b9386f2c,https://vrchat.com/home/avatar/avtr_5117d37a-e78d-476a-8a66-5b63b9386f2c,Excellent,Medium,,,,,,,
185,クロウシノシタマン,,Jun 15 2024,polf,,ウシノシタ,avtr_b44bcbaf-dc80-4190-b1aa-e0a3cd4a0eeb,https://vrchat.com/home/avatar/avtr_b44bcbaf-dc80-4190-b1aa-e0a3cd4a0eeb,Good,Poor,,,,,,,
186,ドゥメリリィ・エンゼル,,Nov 04 2024,polf,,エンゼルフィッシュ,avtr_de498c89-f3e4-4d41-a0a3-1a36b2c45ecb,https://vrchat.com/home/avatar/avtr_de498c89-f3e4-4d41-a0a3-1a36b2c45ecb,Medium,Very Poor,,,,,,,
187,カクレクマノミマン,,Nov 05 2023,polf,,カクレクマノミ,avtr_f2b3458d-ec13-4412-81ec-c9c5e12498c4,https://vrchat.com/home/avatar/avtr_f2b3458d-ec13-4412-81ec-c9c5e12498c4,Good,Very Poor,,,,,,,
188,マナガツオマン,,Nov 25 2023,polf,,マナガツオ,avtr_bc8ceaeb-0d2e-44d6-b747-7a22271f5901,https://vrchat.com/home/avatar/avtr_bc8ceaeb-0d2e-44d6-b747-7a22271f5901,Good,Poor,,,,,,,
189,コハダマン,,Nov 26 2023,polf,,コハダ,avtr_0181034f-0c30-487a-8bfe-f0947ec5df6f,https://vrchat.com/home/avatar/avtr_0181034f-0c30-487a-8bfe-f0947ec5df6f,Good,Poor,,,,,,,
190,ハオコゼマン,,Oct 01 2023,polf,,ハオコゼ,avtr_cd585959-83e2-465c-94b1-ced68c4fa77f,https://vrchat.com/home/avatar/avtr_cd585959-83e2-465c-94b1-ced68c4fa77f,Good,Poor,,,,,,,
191,ワラスボマン,,Oct 31 2023,polf,,ワラスボ,avtr_53f2287d-e159-4617-a47c-88e3fc54d1ca,https://vrchat.com/home/avatar/avtr_53f2287d-e159-4617-a47c-88e3fc54d1ca,Good,Very Poor,,,,,,,
192,ケンタウルスの残りカス CentaurRemainder,,	12/30/2025,poposuke_sig,ウマ,ケンタウルスの残りカス CentaurRemainder ケンタウルスを作るときに余った、ウマの頭と人間の下半身をくっつけたものです,avtr_e82081ff-d68b-4cc4-b5eb-3b5b6f1349b3,https://vrchat.com/home/avatar/avtr_e82081ff-d68b-4cc4-b5eb-3b5b6f1349b3,Excellent,Excellent,Excellent,,,,,,
193,フェルペス伯爵試着版試着版,,Feb 05 2021,poyavr,さかなロボアバター試着版です,コイ,avtr_15b55d27-4195-4729-827c-eb7a6bb985fb,https://vrchat.com/home/avatar/avtr_15b55d27-4195-4729-827c-eb7a6bb985fb,Medium,,,,,,,,
194,Akaei man,,Jul 01 2023,Ryo_Sasakure,Man of Stingray,アカエイ,avtr_d49d46dd-1890-4baf-8607-130c090818ef,https://vrchat.com/home/avatar/avtr_d49d46dd-1890-4baf-8607-130c090818ef,Excellent,,,,,,,,
195,まはぜまん,,Jun 04 2023,sanaga,,マハゼ,avtr_5ad4e5c7-0240-4b08-9a5e-01c75469d7cf,https://vrchat.com/home/avatar/avtr_5ad4e5c7-0240-4b08-9a5e-01c75469d7cf,Medium,,,,,,,,
196,UmiushiiEclair,,Aug 16 2023,shirohato,,アオウミウシ,avtr_1959f330-012a-4a9f-8a5c-61e73b77688e,https://vrchat.com/home/avatar/avtr_1959f330-012a-4a9f-8a5c-61e73b77688e,Very Poor,,,,,,,,
197,FIsh Orda,,	03/25/2024,Singing Bird,魚,,avtr_1e537e1e-0736-4cc0-8edd-01ed1cf2e115,https://vrchat.com/home/avatar/avtr_1e537e1e-0736-4cc0-8edd-01ed1cf2e115,Excellent,Excellent,,,,,,,
198,Fish meme,,Jun 21 2024,Singing Bird,˸）,魚,avtr_ee6c6d33-2aa4-4ceb-b85d-6a4aa280d232,https://vrchat.com/home/avatar/avtr_ee6c6d33-2aa4-4ceb-b85d-6a4aa280d232,Medium,Very Poor,,,,,,,
199,Fish）,,Oct 20 2024,Singing Bird,?,魚　フグ,avtr_5c20f6c1-ad53-4c3d-8cd6-450c50200342,https://vrchat.com/home/avatar/avtr_5c20f6c1-ad53-4c3d-8cd6-450c50200342,Good,Very Poor,,,,,,,
200,Wiwaxia_Man,,Dec 12 2023,Soluna（ソルナ）,,ウィワクシア,avtr_23afdb2f-621f-4fc6-a77e-8e68645d5d33,https://vrchat.com/home/avatar/avtr_23afdb2f-621f-4fc6-a77e-8e68645d5d33,Good,Medium,,,,,,,
201,manbo_man_party,,Dec 28 2023,SpankDatDangle,,マンボウ,avtr_41fd71a4-67b4-4d0b-a805-b3834f77eaa8,https://vrchat.com/home/avatar/avtr_41fd71a4-67b4-4d0b-a805-b3834f77eaa8,Poor,,,,,,,,
202,サザエヘッド,,05/05/2025,teramo,サザエ,ってことは・・・？,avtr_6f7e4d0c-99f9-443b-a675-c98f055a965e,https://vrchat.com/home/avatar/avtr_6f7e4d0c-99f9-443b-a675-c98f055a965e,Good,Poor,,,,ヨシキリザメ,avtr_bdf8632d-2aac-4d28-97c9-044427648655,https://vrchat.com/home/avatar/avtr_bdf8632d-2aac-4d28-97c9-044427648655,good
203,ヤッコエイマン,,	11/18/2024,teramo,ヤッコエイ,,avtr_a907d0a0-128c-434e-ae99-b914b72836fa,https://vrchat.com/home/avatar/avtr_a907d0a0-128c-434e-ae99-b914b72836fa,Good,,,,,,,,
204,テスト中！ホタルイカヘッド,,Aug 14 2023,teramo,おやすみ（ ˘ω˘ ）,ホタルイカ,avtr_c1cfff77-bfd3-4f80-950a-456742bb7edf,https://vrchat.com/home/avatar/avtr_c1cfff77-bfd3-4f80-950a-456742bb7edf,Medium,Very Poor,,,,,,,
205,マンタマン,,Dec 10 2023,teramo,ｼﾞｰ,マンタ,avtr_e93c4418-0486-4860-802f-443e21d4cba5,https://vrchat.com/home/avatar/avtr_e93c4418-0486-4860-802f-443e21d4cba5,Poor,Poor,,,,,,,
206,マンタヘッド,,Jun 20 2023,teramo,まんたにこばん,マンタ,avtr_298392bf-155e-4195-bc25-68a0ca9cb929,https://vrchat.com/home/avatar/avtr_298392bf-155e-4195-bc25-68a0ca9cb929,Poor,Very Poor,,,,,,,
207,ヒシガニマン,,May 05 2024,teramo,にかに,ヒシガニ,avtr_4ca9fcdf-1136-4141-9288-88ad5006acee,https://vrchat.com/home/avatar/avtr_4ca9fcdf-1136-4141-9288-88ad5006acee,Very Poor,,,,,,,,
208,シヲ招キ頭,,Nov 05 2023,teramo,か,シオマネキ,avtr_3088d8b0-dd1d-440d-9e0c-6e0c2220ebf6,https://vrchat.com/home/avatar/avtr_3088d8b0-dd1d-440d-9e0c-6e0c2220ebf6,Good,,,,,,,,
209,コブシガニマン,,Nov 18 2024,teramo,踊りだす,コブシガニ,avtr_1e83f63f-3428-4c6d-881a-8353628c2bf0,https://vrchat.com/home/avatar/avtr_1e83f63f-3428-4c6d-881a-8353628c2bf0,Excellent,,,,,,,,
210,マダラトビエイﾏﾝ,,Oct 14 2023,teramo,！？,マダラトビエイ,avtr_8726f101-d4fd-450f-bd50-0bb5b80e1d2d,https://vrchat.com/home/avatar/avtr_8726f101-d4fd-450f-bd50-0bb5b80e1d2d,Medium,Very Poor,,,,,,,
211,イトマキエイヘッド,,Sep 03 2023,teramo,きをつけて！,イトマキエイ,avtr_36853175-af9f-4642-a22c-4f7de91fdacb,https://vrchat.com/home/avatar/avtr_36853175-af9f-4642-a22c-4f7de91fdacb,Good,Medium,,,,,,,
212,しいらちゃん,,01/05/2026,Uchida_,シイラ,,avtr_02de728b-ae17-431e-8d6a-b329d79b0eb4,https://vrchat.com/home/avatar/avtr_02de728b-ae17-431e-8d6a-b329d79b0eb4,Excellent,,,,,,,,
213,ニゴロブナマン,,Jul 01 2023,Whataman,,ニゴロブナ,avtr_3d19e25e-0138-4dcd-8fc4-df93ce86f112,https://vrchat.com/home/avatar/avtr_3d19e25e-0138-4dcd-8fc4-df93ce86f112,Good,Medium,,,,シュモクザメ,avtr_bdf8632d-2aac-4d28-97c9-044427648655,https://vrchat.com/home/avatar/avtr_bdf8632d-2aac-4d28-97c9-044427648655,good
214,Puffer Boy,,Nov 21 2020,YOSHIYUKI_DAIKON,,フグ,avtr_47972daf-12a3-496b-ab2a-2c635fd2f2ae,https://vrchat.com/home/avatar/avtr_47972daf-12a3-496b-ab2a-2c635fd2f2ae,Excellent,,,,,ノコギリザメ,avtr_bdf8632d-2aac-4d28-97c9-044427648655,https://vrchat.com/home/avatar/avtr_bdf8632d-2aac-4d28-97c9-044427648655,good
215,ドギーマン,,04/02/2025,zhoney666,dog,全てはDogの為に・・・,avtr_d6fed25b-a114-40cc-bfd2-fc6f7f1c3f9a,https://vrchat.com/home/avatar/avtr_d6fed25b-a114-40cc-bfd2-fc6f7f1c3f9a,Medium,Very Poor,,,,,,,
216,お雛鮎太郎人形さまDX,,03/03/2025,zhoney666,アユ,明かりを付けましょ魚んぼりに！お花を上げましょ魚の花！五人囃子の魚太鼓。今日は楽しい魚祭り。,avtr_46d70b4f-9660-4b25-aeee-02d31d804660,https://vrchat.com/home/avatar/avtr_46d70b4f-9660-4b25-aeee-02d31d804660,Medium,Very Poor,,,,,,,
217,魚頭カジ子,,06/05/2025,zhoney666,カジキだと思う,カジキ,avtr_8c84c59b-d6ad-4b8d-8cfa-67fe70a3b898,https://vrchat.com/home/avatar/avtr_8c84c59b-d6ad-4b8d-8cfa-67fe70a3b898,Good,Poor,,,,,,,
218,アマゴマン2025,,	03/30/2025,zhoney666,アマゴ,2025年3月に釣れたアマゴマン！渓流の女王の名は伊達ではないぜぇ・・・・,avtr_81fd18ea-b7a9-46a7-b03d-6ff2f9a5f9fa,https://vrchat.com/home/avatar/avtr_81fd18ea-b7a9-46a7-b03d-6ff2f9a5f9fa,Medium,Poor,,,,,,,
219,ときめけ！！！魅惑のヴィーナス誕生,,07/29/2024,zhoney666,サミー様謹製、魅惑のヴィーナス誕生ポーズが爆誕！ お試し用カツオになります。 ⁄Good_time工房 https˸⁄⁄1976․booth․pm⁄,カツオ,avtr_6035bda7-1f11-438c-8dea-ca8faeec5743,https://vrchat.com/home/avatar/avtr_6035bda7-1f11-438c-8dea-ca8faeec5743,Good,,,,,,,,
220,MUSCLEbouman,,Apr 28 2024,zhoney666,Body˸Kaiiiiiiiii Head˸Kaya Thank youǃ,マンボウ,avtr_b1862d1b-5419-46ce-ac32-a386a23ac13d,https://vrchat.com/home/avatar/avtr_b1862d1b-5419-46ce-ac32-a386a23ac13d,Good,Very Poor,,,,,,,
221,KATUOGHOST,,Aug 05 2023,zhoney666,時は江戸時代。とある漁師との戦いに敗れたカツオヘッドマンが、お盆シーズンに帰ってきた！「さがせ！この世のどこかに隠してきた！」世はまさに大フィッシュヘッド時代へと突入した！,カツオ,avtr_5e9528f0-ee47-469a-a428-b9493a596674,https://vrchat.com/home/avatar/avtr_5e9528f0-ee47-469a-a428-b9493a596674,Medium,Very Poor,,,,ジンベエザメ,avtr_bdf8632d-2aac-4d28-97c9-044427648655,https://vrchat.com/home/avatar/avtr_bdf8632d-2aac-4d28-97c9-044427648655,good
222,SAWARACHAN,,Dec 30 2023,zhoney666,,サワラ,avtr_81808cad-508d-474f-a091-607590a47a2b,https://vrchat.com/home/avatar/avtr_81808cad-508d-474f-a091-607590a47a2b,Good,Medium,,,,,,,
223,BlackBASSMAN,,Feb 04 2024,zhoney666,,ブラックバス,avtr_a69a6810-5b65-444f-87e5-96be0140435b,https://vrchat.com/home/avatar/avtr_a69a6810-5b65-444f-87e5-96be0140435b,Good,Medium,,,,,,,
224,KATUBOWMAN,,Feb 08 2024,zhoney666,,カツオマンボウ,avtr_834b2709-6554-4427-b169-07315a02b592,https://vrchat.com/home/avatar/avtr_834b2709-6554-4427-b169-07315a02b592,Medium,,,,,,,,
225,ミガツーオ,,Jan 29 2025,zhoney666,自分をミガルーサだと思い込んでいる一般カツオゴースト,カツオ,avtr_c49cfb19-d3ab-4146-a749-ae9d76094ce3,https://vrchat.com/home/avatar/avtr_c49cfb19-d3ab-4146-a749-ae9d76094ce3,Medium,,,,,,,,
226,KATUOMAN,,Jul 10 2023,zhoney666,みんな大好きカツオマン！本気を出せばめっちゃ早いぞ！,カツオ,avtr_5a8eb9db-b8a2-42f4-8e2f-db63ca83e2db,https://vrchat.com/home/avatar/avtr_5a8eb9db-b8a2-42f4-8e2f-db63ca83e2db,Good,Poor,,,,ユメザメ,avtr_bdf8632d-2aac-4d28-97c9-044427648655,https://vrchat.com/home/avatar/avtr_bdf8632d-2aac-4d28-97c9-044427648655,good
227,闇の深海に抱かれしマンボーマン,,Jul 15 2024,zhoney666,,マンボウ,avtr_5117b919-36f4-4fb1-8699-6361adad070f,https://vrchat.com/home/avatar/avtr_5117b919-36f4-4fb1-8699-6361adad070f,Very Poor,,,,,,,,
228,OPABINIAMAN,,Jul 27 2023,zhoney666,,オパビニア,avtr_08dbb43f-247c-4810-8983-0a18aab18090,https://vrchat.com/home/avatar/avtr_08dbb43f-247c-4810-8983-0a18aab18090,Good,Very Poor,,,,ラブカ,avtr_bdf8632d-2aac-4d28-97c9-044427648655,https://vrchat.com/home/avatar/avtr_bdf8632d-2aac-4d28-97c9-044427648655,good
229,鮎ヘッド,,Jul 30 2024,zhoney666,渓流の人気者がついに登場！俺とナワバリバトルしようぜ！！！,アユ,avtr_e0981fe2-d152-4381-b031-b88d62393a57,https://vrchat.com/home/avatar/avtr_e0981fe2-d152-4381-b031-b88d62393a57,Good,Poor,,,,,,,
230,KAYA'sKUE,,May 16 2024,zhoney666,作ってもらっちゃった！,クエ,avtr_e3f71a36-d063-4ebf-9f39-8ae92e2922b7,https://vrchat.com/home/avatar/avtr_e3f71a36-d063-4ebf-9f39-8ae92e2922b7,Medium,Very Poor,,,,,,,
231,AMAGOMAN2,,May 31 2023,zhoney666,アマゴマンが新しくなって帰ってきた！プルプル動く不思議な生き物！刮目せよ！！！,アマゴ,avtr_73ae12f4-806d-415f-a2e4-e2541197276f,https://vrchat.com/home/avatar/avtr_73ae12f4-806d-415f-a2e4-e2541197276f,Good,Poor,,,,ネコザメ,avtr_bdf8632d-2aac-4d28-97c9-044427648655,https://vrchat.com/home/avatar/avtr_bdf8632d-2aac-4d28-97c9-044427648655,good
232,ManbowZOKU,,Nov 04 2023,zhoney666,,マンボウ,avtr_8b1a68f4-b941-4cce-a346-b0537ee204e5,https://vrchat.com/home/avatar/avtr_8b1a68f4-b941-4cce-a346-b0537ee204e5,Good,Medium,,,,カスザメ,avtr_bdf8632d-2aac-4d28-97c9-044427648655,https://vrchat.com/home/avatar/avtr_bdf8632d-2aac-4d28-97c9-044427648655,good
233,カツオゴースト限定装備版,,Nov 05 2024,zhoney666,伝説の剣「七支刀」刀身に刻まれた魚頭文字は何を示すのか・・・ご先祖の正体は一体！！！次回、魚の夢は海の中,カツオ,avtr_57253210-7707-4765-910a-d563fb4fc1ef,https://vrchat.com/home/avatar/avtr_57253210-7707-4765-910a-d563fb4fc1ef,Medium,Poor,,,,,,,
234,2周年記念「GODofマンボマンボ」,,Nov 10 2024,zhoney666,大地は歓喜に満ち溢れ、空は感涙の涙を流し、全ての生命はマンボマンソの腹に帰る。マゼンタの鐘がなる時に、死者は海へ還り、始まりのフィッシュが見つめてる。,マンボウ,avtr_89ff5099-6887-4368-b0f8-84200c95f56f,https://vrchat.com/home/avatar/avtr_89ff5099-6887-4368-b0f8-84200c95f56f,Very Poor,,,,,,,,
235,MeganeManbow,,Nov 15 2023,zhoney666,,マンボウ,avtr_3b40c2e4-c746-4179-8423-72d34c8c249d,https://vrchat.com/home/avatar/avtr_3b40c2e4-c746-4179-8423-72d34c8c249d,Medium,,,,,,,,
236,チヌチヌチヌ太郎,,11/11/2025,"zhoney666
",チヌ　クロダイ,黒鯛（クロダイ）釣りの対象として親しまれている魚。貝や蟹、エビなどを食べるが、果物だって食べちゃう雑食性。引きは強く、釣り初心者にお勧め。,avtr_67efd866-9449-49f8-83ed-5aecb8229316,https://vrchat.com/home/avatar/avtr_67efd866-9449-49f8-83ed-5aecb8229316,Good,Poor,,,,,,,
237,tako,,Oct 31 2023,zousanさん,,タコ,avtr_a08c0356-9f2d-4065-8e50-807f8af03dec,https://vrchat.com/home/avatar/avtr_a08c0356-9f2d-4065-8e50-807f8af03dec,Very Poor,,,,,,,,
238,おさかな怪人サンプル,,Sep 15 2024,エージェントSATAN,おさかな怪人サンプル,魚,avtr_450c4579-65b2-46ef-b43c-794e34503ecc,https://vrchat.com/home/avatar/avtr_450c4579-65b2-46ef-b43c-794e34503ecc,Poor,,Aug 25 2024,甘水あみ,,,,,
239,おさかな天国,,	10/30/2025,おもちたべたい,さかな,,avtr_f062cfd3-cd66-4d53-9813-2d4d719823a1,https://vrchat.com/home/avatar/avtr_f062cfd3-cd66-4d53-9813-2d4d719823a1,Poor,,,,,,,,
240,Clydagnathus,,06/10/2025,カヤ（kaya）,,コノドント,avtr_39664cc5-051a-48ae-85db-58aed5490303,https://vrchat.com/home/avatar/avtr_39664cc5-051a-48ae-85db-58aed5490303,Medium,Poor,,,,,,,
241,Manbody_sample,,04/12/2025,カヤ（kaya）,マンボウ,Manbodyリリース,avtr_06fd7c8d-5d7f-4671-8fbc-4843584b5d94,https://vrchat.com/home/avatar/avtr_06fd7c8d-5d7f-4671-8fbc-4843584b5d94,Poor,Very Poor,,,,,,,
242,Vket2025summer,,07/17/2025,カヤ（kaya）,集合,CREDIT ジョニー・ニコライ、カヤ、natakin、マーチマル、ステルバイ、ロングポテト、あまみあみ、テラモ、necononomicon、ふらっと、ステルバイ、kaiiiiiiiii、冬虫、numabot、青猫、polf、Allllllllllllllllllllllll FISHHEADS,avtr_8318a5b3-a346-4645-a7e4-2afbe7bfadf6,https://vrchat.com/home/avatar/avtr_8318a5b3-a346-4645-a7e4-2afbe7bfadf6,Very Poor,,,,,,,,
243,by Teramo GYOTOE,,07/24/2025,カヤ（kaya）,絵画,picture by teramo․,avtr_4d434b1c-3252-49f3-8c55-e8d5c0f388e6,https://vrchat.com/home/avatar/avtr_4d434b1c-3252-49f3-8c55-e8d5c0f388e6,Good,Poor,,,,,,,
244,FISH HEADS,,Dec 19 2024,カヤ（kaya）,あたまはお前だ,無,avtr_d26e42d2-9c86-43fb-9910-3ba4c4cefe22,https://vrchat.com/home/avatar/avtr_d26e42d2-9c86-43fb-9910-3ba4c4cefe22,Excellent,Excellent,,,,,,,
245,選択,,Dec 28 2023,カヤ（kaya）,,マンボウ,avtr_65179db5-f23b-4a66-bf69-b514df9587a1,https://vrchat.com/home/avatar/avtr_65179db5-f23b-4a66-bf69-b514df9587a1,Medium,Medium,,,,,,,
246,Mola mola_2025,,Jan 03 2025,カヤ（kaya）,胴体が伸びる方,マンボウ,avtr_1488b362-dee0-401d-96ea-7b5f5c46e0a8,https://vrchat.com/home/avatar/avtr_1488b362-dee0-401d-96ea-7b5f5c46e0a8,Poor,Very Poor,,,,,,,
247,Mola mola_1922,,Jan 19 2025,カヤ（kaya）,眼とヒレが伸びる方,マンボウ,avtr_fd0fa227-2906-42b2-8977-095ee759a4a0,https://vrchat.com/home/avatar/avtr_fd0fa227-2906-42b2-8977-095ee759a4a0,Poor,Very Poor,,,,,,,
248,北海最強のマンボウ,,Jan 21 2024,カヤ（kaya）,,マンボウ,avtr_06e0fbff-545a-4d8b-b4ab-3df96509e3d4,https://vrchat.com/home/avatar/avtr_06e0fbff-545a-4d8b-b4ab-3df96509e3d4,Medium,,,,,,,,
249,マンボーマン,,Jul 02 2023,カヤ（kaya）,,マンボウ,avtr_b6f0decb-7f4e-40d0-bd4b-f70972774667,https://vrchat.com/home/avatar/avtr_b6f0decb-7f4e-40d0-bd4b-f70972774667,Medium,Very Poor,,,,,,,
250,conodontman,,Jul 29 2023,カヤ（kaya）,,コノドント,avtr_561e3363-5792-43f8-a47a-3d3c27b4b89a,https://vrchat.com/home/avatar/avtr_561e3363-5792-43f8-a47a-3d3c27b4b89a,Good,Poor,,,,,,,
251,cephalaspis man,,Jun 21 2024,カヤ（kaya）,ケファラスピス,硬そう,avtr_c9e337d1-a2d8-4e0b-abfe-58c375e6750c,https://vrchat.com/home/avatar/avtr_c9e337d1-a2d8-4e0b-abfe-58c375e6750c,Good,,,,,,,,
252,Mola mola_2024,,Oct 11 2024,カヤ（kaya）,,マンボウ,avtr_5c9d828c-279d-4dc1-9027-d02fb6a65846,https://vrchat.com/home/avatar/avtr_5c9d828c-279d-4dc1-9027-d02fb6a65846,Good,Poor,Sep 18 2024,甘水あみ,,,,,
253,conodontman_2024,,Oct 15 2024,カヤ（kaya）,,コノドント,avtr_7edd0199-e348-420c-854d-f6500a230861,https://vrchat.com/home/avatar/avtr_7edd0199-e348-420c-854d-f6500a230861,Medium,Very Poor,Sep 17 2024,甘水あみ,,,,,
254,カツオ100鯛記念カツオ,,Sep 22 2024,カヤ（kaya）,,,avtr_2c37c4f5-5461-442a-99a1-dce7209468d2,https://vrchat.com/home/avatar/avtr_2c37c4f5-5461-442a-99a1-dce7209468d2,Good,Poor,Sep 17 2024,甘水あみ,,,,,
255,DANGOwoman,,Jul 08 2023,こららこ,,ダンゴウオ,avtr_1857b998-3b81-4a79-9236-94f08b0bfd0a,https://vrchat.com/home/avatar/avtr_1857b998-3b81-4a79-9236-94f08b0bfd0a,Good,Very Poor,,,,,,,
256,ヒカリキンメダイちゃん,,	07/22/2025,さいまん,ヒカリキンメダイ,首から下はマンボディ使用,avtr_082a4ce3-0e87-4c06-a354-d42f155273c7,https://vrchat.com/home/avatar/avtr_082a4ce3-0e87-4c06-a354-d42f155273c7,Medium,Very Poor,,,,,,,
257,Fish Head Katsuonoeboshi,,Apr 23 2024,サミー_,Fish Head Katsuonoeboshi,カツオノエボシ,avtr_fa847d74-a5fb-4324-82ac-e80dd1a839f0,https://vrchat.com/home/avatar/avtr_fa847d74-a5fb-4324-82ac-e80dd1a839f0,Poor,,,,,,,,
258,fish head Beta,,Apr 23 2024,サミー_,fish head Beta,ベタ,avtr_f1a771e4-fcca-4163-9dc9-35e9870b1c91,https://vrchat.com/home/avatar/avtr_f1a771e4-fcca-4163-9dc9-35e9870b1c91,Poor,,,,,,,,
259,スネークヘッド チャンナプルクラ,,Feb 04 2024,サミー_,,スネークヘッド チャンナプルクラ,avtr_b5fdd4ce-ea31-4dc3-ac26-a0bf1788c88d,https://vrchat.com/home/avatar/avtr_b5fdd4ce-ea31-4dc3-ac26-a0bf1788c88d,Poor,,,,,,,,
260,アオミノウミウシヘッドロイド,,Dec 11 2023,ジョン骨宮,,アオミノウミウシ,avtr_fceca77b-588e-4475-bef3-7cf3087a1275,https://vrchat.com/home/avatar/avtr_fceca77b-588e-4475-bef3-7cf3087a1275,Medium,,,,,,,,
261,アメフラシヘッドロイド,,,ジョン骨宮,,アメフラシ,avtr_e2aa2737-fb96-4552-a241-a13d3378a458,https://vrchat.com/home/avatar/avtr_e2aa2737-fb96-4552-a241-a13d3378a458,Medium,,,,,,,,
262,『母なる海』,,	10/31/2023,スケルタル博士,海　水,,avtr_34e1d85e-9bdf-4f49-b15a-36e494e52719,https://vrchat.com/home/avatar/avtr_34e1d85e-9bdf-4f49-b15a-36e494e52719,Good,,,,,,,,
263,mizu,,Aug 26 2023,スケルタル博士,,海,avtr_72e4b7c6-4f55-4c9e-a966-a01c4386329d,https://vrchat.com/home/avatar/avtr_72e4b7c6-4f55-4c9e-a966-a01c4386329d,Good,Poor,,,,,,,
264,賑やかイワシブラザーズ,,Dec 14 2023,スケルタル博士,,イワシ,avtr_f97a43c8-9eb3-4419-90a4-f83883d0ba83,https://vrchat.com/home/avatar/avtr_f97a43c8-9eb3-4419-90a4-f83883d0ba83,Very Poor,,,,,,,,
265,ゴーストブラックゴースト,,11/12/2025,ステルバイ,ゴーストブラックゴースト,BKB,avtr_c42eefc5-9268-4746-b69c-f4d506e568f7,https://vrchat.com/home/avatar/avtr_c42eefc5-9268-4746-b69c-f4d506e568f7,Excellent,Good,Good,,,,,,
266,ママンボウマン,,Jan 18 2025,ステルバイ,かいほうギョトモン,マンボウ,avtr_447843dc-85d0-4e36-9464-5835334dfe0e,https://vrchat.com/home/avatar/avtr_447843dc-85d0-4e36-9464-5835334dfe0e,Excellent,Excellent,,,,,,,
267,インペリアルゼブラプレコマン,,Jun 20 2024,ステルバイ,,プレコ,avtr_e9272c97-5ab8-4c90-b1a1-9fea85a2f013,https://vrchat.com/home/avatar/avtr_e9272c97-5ab8-4c90-b1a1-9fea85a2f013,Excellent,Excellent,,,,,,,
268,ミニブッシープレコマン,,Nov 30 2024,ステルバイ,,ミニブッシープレコ,avtr_12b7f58c-aa04-470d-b093-c8996216eccb,https://vrchat.com/home/avatar/avtr_12b7f58c-aa04-470d-b093-c8996216eccb,Excellent,Good,,,,,,,
269,Corydoras,,Aug 29 2024,ちいにゃん,corydoras-aeneus,コリドラス,avtr_c0190b15-6baf-4f8a-981c-3d53c9e32c62,https://vrchat.com/home/avatar/avtr_c0190b15-6baf-4f8a-981c-3d53c9e32c62,Good,Poor,,,,,,,
270,Neontetora head,,Mar 13 2024,ちいにゃん,2024,ネオンテトラ,avtr_8bce2e18-4956-4d1d-82fd-64f054780ebe,https://vrchat.com/home/avatar/avtr_8bce2e18-4956-4d1d-82fd-64f054780ebe,Good,Poor,,,,,,,
271,FishHead_256,,	09/28/2025,ちょろ（Choro）,魚,,avtr_7888468b-2c20-4fd4-addf-9a125628b6f6,https://vrchat.com/home/avatar/avtr_7888468b-2c20-4fd4-addf-9a125628b6f6,Excellent,Medium,,,,,,,
